animeID, name, title_english, title_japanese, title_synonyms, type, source, producers, genre, studio, episodes, status, airing, aired, duration, rating, score, scored_by, rank, popularity, members, favorites, synopsis, background, premiered, broadcast, related
447,Weiß Kreuz,Knight Hunters,???????,"['Weiss Kreuz', 'White Cross']",TV,Unknown,"['animate Film', 'Polygram Japan']","['Action', 'Drama', 'Shounen']","['Plum', 'Magic Bus']",25,Finished Airing,FALSE,"{'from': '1998-04-09T00:00:00+00:00', 'to': '1998-10-01T00:00:00+00:00', 'prop': {'from': {'day': 9, 'month': 4, 'year': 1998}, 'to': {'day': 1, 'month': 10, 'year': 1998}}, 'string': 'Apr 9, 1998 to Oct 1, 1998'}",23 min per ep,PG-13 - Teens 13 or older,6.8,5739,4447,3367,14790,170,"Aya, Yoji, Ken, and Omi are the four young men who comprise Weiss Kruez (WK), an assassin group who eliminates certain menaces to society. Each member has his own trademark fighting style. Aya is adept at fighting with a katana, Yoji has mastered the art of strangulation via strings, Ken is lethal with his metal claws, while Omi specializes in a wide array of projectiles. Under the command of a mysterious man known only as ""Persia"", the WK is dispatched to take care of drug rings, terrorist factions, and the like. But as things go along, they discover that most, if not all, the bad elements they have dealt with are somehow connected to the Takatori family. The Takatori family is rich, powerful, and influential. It seems if the problem is to be nipped in the bud, the WK would have to put an end to one of Japan's most prominent clans. (Source: AniDB)",,Spring 1998,Unknown,"{'Adaptation': [{'mal_id': 2722, 'type': 'manga', 'name': 'Weiß: An Assassin and White Shaman', 'url': 'https://myanimelist.net/manga/2722/Weiß__An_Assassin_and_White_Shaman'}], 'Sequel': [{'mal_id': 446, 'type': 'anime', 'name': 'Weiß Kreuz Glühen', 'url': 'https://myanimelist.net/anime/446/Weiß_Kreuz_Glühen'}, {'mal_id': 1024, 'type': 'anime', 'name': 'Weiß Kreuz OVA', 'url': 'https://myanimelist.net/anime/1024/Weiß_Kreuz_OVA'}]}"
448,Tenjou Tenge: The Ultimate Fight,Tenjho Tenge: The Ultimate Fight,,['Ultimate Fight'],OVA,Manga,[],"['Adventure', 'Drama', 'Martial Arts', 'Romance', 'Shounen', 'Supernatural']",['Madhouse'],2,Finished Airing,FALSE,"{'from': '2005-03-16T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 16, 2005'}",24 min per ep,R - 17+ (violence & profanity),7.13,19469,3173,2157,33585,39,"Continues from where the original series left off. The characters try to settle their conflicts with each other in this 2 episode OAV. Aya confronts her sister Maya about Nagi, while Nagi receives a challenge from Mitsuomi to fight to the death. Meanwhile, Bob trains as hard as he can for the tournament. (Source: ANN)",,,,"{'Prequel': [{'mal_id': 174, 'type': 'anime', 'name': 'Tenjou Tenge', 'url': 'https://myanimelist.net/anime/174/Tenjou_Tenge'}]}"
449,InuYasha Movie 04: Guren no Houraijima,InuYasha the Movie 4: Fire on the Mystic Island,,['Inu Yasha: Guren no Houraijima'],Movie,Manga,[],"['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shounen']",['Sunrise'],1,Finished Airing,FALSE,"{'from': '2004-12-23T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 23, 2004'}",1 hr 27 min,PG-13 - Teens 13 or older,7.62,34364,1312,1467,60638,185,"The mysterious island of Houraijima has reappeared after 50 years, and with its reappearance has brought the attack of four gods, the Shitoushin, who have their eyes set on the powers that protect and sustain the island. Now it's up to Inuyasha and his friends, along with Sesshoumaru, to find a way to defeat the powerful Shitoushin. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 249, 'type': 'anime', 'name': 'InuYasha', 'url': 'https://myanimelist.net/anime/249/InuYasha'}]}"
450,InuYasha Movie 02: Kagami no Naka no Mugenjo,InuYasha the Movie 2: The Castle Beyond the Looking Glass,????? ???? The Animation,['Inu Yasha: Kagami no Naka no Mugenjo'],Movie,Manga,"['Kyoto Animation', 'Production Reed']","['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shounen']",['Sunrise'],1,Finished Airing,FALSE,"{'from': '2002-12-21T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 21, 2002'}",1 hr 39 min,PG-13 - Teens 13 or older,7.74,39050,1016,1371,66916,247,"Inuyasha and company have finally destroyed Naraku. And each start to go in their separate ways. Sango going to find her younger brother Kohaku; Miroku back to his old home; Inuyasha, Kagome and Shippou go to gather the rest of the Shikon shards. Unfortunately this peace is not to last. Shortly afterwards the full moon rises, and just keeps rising each night bringing with it the promise of danger. Kagura and Kanna go in search of a mirror, where locked inside is the ruler of the eternal night, Kaguya. To set her free they must gather five items and drop them into the five lakes of Fuji. Setting her free means the worst danger for Inuyasha and the others. Who are forced to face this new threat. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 249, 'type': 'anime', 'name': 'InuYasha', 'url': 'https://myanimelist.net/anime/249/InuYasha'}]}"
451,InuYasha Movie 03: Tenka Hadou no Ken,InuYasha the Movie 3: Swords of an Honorable Ruler,???????????,"['Inu Yasha: Tenka Hadou no Ken', 'InuYasha: The Sword of the World Conquest', 'The Sword That Rules Over the Empires']",Movie,Manga,['Kyoto Animation'],"['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shounen']",['Sunrise'],1,Finished Airing,FALSE,"{'from': '2003-12-20T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 20, 2003'}",1 hr 38 min,PG-13 - Teens 13 or older,7.87,35811,762,1432,63170,185,"Izayoi and Inu no Taishou, Inuyasha's parents, are having problems with a human named Setsuna no Takemaru. Sou'unga a magical sword that has been sealed away for 700 years is found. Now everyone is after the sword and its powers but it seems the sword has something else in mind. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 249, 'type': 'anime', 'name': 'InuYasha', 'url': 'https://myanimelist.net/anime/249/InuYasha'}]}"
452,InuYasha Movie 01: Toki wo Koeru Omoi,InuYasha the Movie: Affections Touching Across Time,Legend of Lemnear ???? ?????,"['Inu Yasha: Toki wo Koeru Omoi', 'InuYasha: Love That Transcends Time']",Movie,Manga,[],"['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shounen']","['Kyoto Animation', 'Sunrise']",1,Finished Airing,FALSE,"{'from': '2001-12-22T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 22, 2001'}",1 hr 39 min,PG-13 - Teens 13 or older,7.67,36779,1189,1436,62938,138,"Inu-Yasha has mastered the ultimate attack of the Tetsusaiga and continues his battle for the Shikon Jewel shards with Kagome, Shippo, Sango, and Miroku. Unfortunately, a freak occurance with a jewel shard has brought to life an incarnation of a demonic enemy sealed by Inu-Yashas' father. Inu-Yasha must surpass his father and destroy this demon or every soul in Japan will be consumed. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 249, 'type': 'anime', 'name': 'InuYasha', 'url': 'https://myanimelist.net/anime/249/InuYasha'}]}"
454,.hack//Gift,.hack//Gift,??????????????????,[],OVA,Original,['CyberConnect2'],"['Comedy', 'Fantasy', 'Game']",['Bee Train'],1,Finished Airing,FALSE,"{'from': '2003-11-16T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Nov 16, 2003'}",26 min,R+ - Mild Nudity,6.27,8384,6745,3090,17474,24,"As an expression of gratitude for the heroes of both the "".hack//Sign"" and the "".hack"" game series, Helba has prepared a special event for all the characters to find the newly established ""Twilight Hot Springs."" The characters can get their well deserved rest and relaxation by having a soak in the wonderful hot springs, but there is only one problem—the hot springs are hidden and there have been mysterious player murders. With the only clue being the word “GIFT,"" the race has begun to find the culprit and the location of the hot springs. [Written by MAL Rewrite]",,,,"{'Parent story': [{'mal_id': 48, 'type': 'anime', 'name': '.hack//Sign', 'url': 'https://myanimelist.net/anime/48/hack__Sign'}, {'mal_id': 298, 'type': 'anime', 'name': '.hack//Tasogare no Udewa Densetsu', 'url': 'https://myanimelist.net/anime/298/hack__Tasogare_no_Udewa_Densetsu'}]}"
455,Fantastic Children,Fantastic Children,?????????,[],TV,Original,[],"['Adventure', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi']",['Nippon Animation'],26,Finished Airing,FALSE,"{'from': '2004-10-05T00:00:00+00:00', 'to': '2005-03-29T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 10, 'year': 2004}, 'to': {'day': 29, 'month': 3, 'year': 2005}}, 'string': 'Oct 5, 2004 to Mar 29, 2005'}",24 min per ep,PG-13 - Teens 13 or older,7.63,5498,1282,2704,22733,240,"A group of enigmatic white-haired children has been spotted at different times and places in Europe for over 500 years. Always with the appearance of 11-year-olds, they behave far more mature than they should be, never grow old, and seem to have supernatural power. What they have been seeking is a girl, and the only clue they have is a picture with a crescent moon. Now, in the year of 2012, an athletic boy named Tohma is about to be involved in this centuries-long mystery. (Source: ANN)",,Fall 2004,Tuesdays at 01:00 (JST),"{'Adaptation': [{'mal_id': 20104, 'type': 'manga', 'name': 'Fantastic Children: Tokei Jikake no Tabibito-tachi', 'url': 'https://myanimelist.net/manga/20104/Fantastic_Children__Tokei_Jikake_no_Tabibito-tachi'}], 'Sequel': [{'mal_id': 15159, 'type': 'anime', 'name': 'Fantastic Children Special', 'url': 'https://myanimelist.net/anime/15159/Fantastic_Children_Special'}]}"
456,Gokujou Seitokai,Best Student Council,????? THE ANIMATION,['Gokujo Seitokai'],TV,Original,['Konami'],"['Comedy', 'School', 'Slice of Life']",['J.C.Staff'],26,Finished Airing,FALSE,"{'from': '2005-04-07T00:00:00+00:00', 'to': '2005-09-29T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 4, 'year': 2005}, 'to': {'day': 29, 'month': 9, 'year': 2005}}, 'string': 'Apr 7, 2005 to Sep 29, 2005'}",25 min per ep,PG-13 - Teens 13 or older,7.02,5023,3592,3373,14744,57,"Randou Rino is a young girl with a head full of air and a talking puppet on her hand. She is accepted into the illustrious Gokujou all-girl's school, and is summarily, almost curiously, accepted as part of the even more illustrious Gokujou Student Council, who has more power and business ventures than most large businesses. Now a part of the student council, she befriends the talented members of the Gokujou Student Council, leaving one to wonder how a girl with seemingly no talents or redeeming qualities would get chosen for such a group. (Source: ANN)",,Spring 2005,Unknown,"{'Adaptation': [{'mal_id': 4116, 'type': 'manga', 'name': 'Gokujou Seitokai', 'url': 'https://myanimelist.net/manga/4116/Gokujou_Seitokai'}]}"
457,Mushishi,Mushi-Shi,??,[],TV,Manga,"['Avex Entertainment', 'Marvelous', 'SKY Perfect Well Think', 'Delfi Sound']","['Adventure', 'Slice of Life', 'Mystery', 'Historical', 'Supernatural', 'Fantasy', 'Seinen']",['Artland'],26,Finished Airing,FALSE,"{'from': '2005-10-23T00:00:00+00:00', 'to': '2006-06-19T00:00:00+00:00', 'prop': {'from': {'day': 23, 'month': 10, 'year': 2005}, 'to': {'day': 19, 'month': 6, 'year': 2006}}, 'string': 'Oct 23, 2005 to Jun 19, 2006'}",25 min per ep,PG-13 - Teens 13 or older,8.73,158259,37,124,446655,19137,"""Mushi"": the most basic forms of life in the world. They exist without any goals or purposes aside from simply ""being."" They are beyond the shackles of the words ""good"" and ""evil."" Mushi can exist in countless forms and are capable of mimicking things from the natural world such as plants, diseases, and even phenomena like rainbows. This is, however, just a vague definition of these entities that inhabit the vibrant world of Mushishi, as to even call them a form of life would be an oversimplification. Detailed information on Mushi is scarce because the majority of humans are unaware of their existence. So what are Mushi and why do they exist? This is the question that a ""Mushishi,"" Ginko, ponders constantly. Mushishi are those who research Mushi in hopes of understanding their place in the world's hierarchy of life. Ginko chases rumors of occurrences that could be tied to Mushi, all for the sake of finding an answer. It could, after all, lead to the meaning of life itself. [Written by MAL Rewrite]","Mushishi is an adaptation of Yuki Urushibara's award-winning manga of the same name. The series adapts the first 26 chapters of the manga, adapting one per episode. The anime aired these stories in a different order than that of the manga.
The series won the Tokyo Anime Award in the Television category in 2006. The series premiered on October 23, 2005, but went on hiatus on March 12, 2006 after having aired 20 episodes. Broadcast resumed on May 15, and aired the remaining 6 episodes, concluding on June 19, 2006.",Fall 2005,Sundays at 03:40 (JST),"{'Adaptation': [{'mal_id': 418, 'type': 'manga', 'name': 'Mushishi', 'url': 'https://myanimelist.net/manga/418/Mushishi'}], 'Sequel': [{'mal_id': 21329, 'type': 'anime', 'name': 'Mushishi Special: Hihamukage', 'url': 'https://myanimelist.net/anime/21329/Mushishi_Special__Hihamukage'}, {'mal_id': 21939, 'type': 'anime', 'name': 'Mushishi Zoku Shou', 'url': 'https://myanimelist.net/anime/21939/Mushishi_Zoku_Shou'}]}"
458,Buttobi!! CPU,I Dream of Mimi,???????,[],OVA,Unknown,"['Pink Pineapple', 'Studio Jack']","['Comedy', 'Ecchi', 'Magic', 'Sci-Fi', 'Seinen']",['OLM'],3,Finished Airing,FALSE,"{'from': '1997-04-25T00:00:00+00:00', 'to': '1997-09-26T00:00:00+00:00', 'prop': {'from': {'day': 25, 'month': 4, 'year': 1997}, 'to': {'day': 26, 'month': 9, 'year': 1997}}, 'string': 'Apr 25, 1997 to Sep 26, 1997'}",27 min per ep,R+ - Mild Nudity,6.34,2324,6454,5145,5267,8,"For three years Akira has been saving up for a computer. When a model 9821 goes on sale he runs to the store only to find it sold out in five minutes. Discouraged, walking home he discovers a man in an alley who happens to have the computer he was looking for. Excited he buys the computer and runs home only to find that he didn’t purchase a 9821 but a 2198, a super advanced biomechanical computer girl named Mimi.",,,,"{'Adaptation': [{'mal_id': 8404, 'type': 'manga', 'name': 'Buttobi!! CPU', 'url': 'https://myanimelist.net/manga/8404/Buttobi_CPU'}]}"
459,One Piece Movie 1,,??????????????????,['One Piece: The Movie'],Movie,Manga,[],"['Action', 'Adventure', 'Comedy', 'Super Power', 'Fantasy', 'Shounen']",['Toei Animation'],1,Finished Airing,FALSE,"{'from': '2000-03-04T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 4, 2000'}",50 min,PG-13 - Teens 13 or older,7.2,36967,2870,1455,61500,240,"Woonan is the legendary Great Gold Pirate, earning the nickname after accumulating about 1/3 of the gold available in the world. Even after his disappearance, the tales of his gold being stashed away in a remote island continue to persist, a juicy target that other pirates lust for. One of the pirates going to great lengths to attain the treasure is El Drago. He and his crew have hunted down Woonan's former crew members one by one, and along the way, they find the map that will take them to the hidden island. The map is not all they come across; they also manage to come into contact with the straw hat pirates. After a short battle, Luffy and company are robbed and separated from one another. Now they must find a way to make it to the island before El Drago does and take the legendary treasure for themselves.",One Piece (Movie) was aired in theaters as a double feature alongside Digimon Adventure: Bokura no War Game as part of Toei's Spring 2000 Anime fair.,,,"{'Parent story': [{'mal_id': 21, 'type': 'anime', 'name': 'One Piece', 'url': 'https://myanimelist.net/anime/21/One_Piece'}]}"
460,One Piece Movie 2: Nejimaki-jima no Daibouken,One Piece: Clockwork Island Adventure,????NARUTO???????????????!!,"['One Piece: Nejimakijima no Bouken', 'One Piece: Nejimaki Shima no Bouken']",Movie,Manga,"['Fuji Pacific Music Publishing', 'Shueisha']","['Action', 'Adventure', 'Comedy', 'Super Power', 'Fantasy', 'Shounen']",['Toei Animation'],1,Finished Airing,FALSE,"{'from': '2001-03-03T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 3, 2001'}",55 min,PG-13 - Teens 13 or older,7.27,29948,2591,1665,50385,23,"Informed by the Thief Brothers his ship has been stolen by the Trump Kyoudai (Trump Siblings) who have set up base on Clockwork Island. Monkey D. Luffy, Captain of the Going Merry and aspiring Pirate King works with his crew - Ussop, Zoro, Sanji and Nami to battle their way up Clockwork Island to reclaim their ship. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 21, 'type': 'anime', 'name': 'One Piece', 'url': 'https://myanimelist.net/anime/21/One_Piece'}], 'Side story': [{'mal_id': 2385, 'type': 'anime', 'name': 'One Piece: Jango no Dance Carnival', 'url': 'https://myanimelist.net/anime/2385/One_Piece__Jango_no_Dance_Carnival'}]}"
